Insult,Date,Comment
0,,"""Sorry, I hate to be one of *those* people (if they exist here. haha) but, I posted this juts a few minutes ago in the old thread and I wanted to move it over here because it\\'s a bit mind-blowing.\\n\\nFrom her letter to Tiger Woods:\\n""The world seems to be all up in your business, and I\\xe2\\x80\\x99m sorry about that. I really am. What happens in your life, in your car and in your marriage should not be a public issue. Unfortunately, because you are a public figure, sometimes your private life does become public. I guess it comes with the territory and maybe you\\xe2\\x80\\x99re used to it by now. It still must bite, though......Of course I long for you to own your mistakes, Tiger. If you aren\\xe2\\x80\\x99t already, and I hope you are, man up to the pain you caused your wife and family. Let the hot searing anger she has for what you did change you, not harden you. It must be a hard road to walk, both for her dealing with what you have done, and for you, making sense of where to go from here when you are in the public eye the way you are. Stand behind your actions by way of fully admitting and acknowledging them to yourself. Don\\xe2\\x80\\x99t lie to yourself or pretend they aren\\xe2\\x80\\x99t as bad as others think or that somehow you were justified. You weren\\xe2\\x80\\x99t. You are reaping what you sowed, Tiger. Own it. But see, whether you acknowledge all that publicly to your fans is entirely up to you. It makes no difference to me if your public apologies are detailed or not. For it is not us you need to be apologizing to. Because you are well known does not make you accountable to the public. Share only what you want, and keep the rest private. Keep it all private, if you can. But, and I speak from painful experience here, coming entirely clean does feel good. Really good....\\n\\nTonight, I am praying for restoration for your marriage. Having almost lost mine, because of my own sin and pride as well as that of my husband, I now hold redemption in marriage in such high regard....But my advice, as someone who has been there? Don\\xe2\\x80\\x99t hide it. Own it. Embrace it. Learn from it. Change your ways. Feel repentance. Apologize to your wife. Seek counseling, lots of it if you can. Let the searing pain and guilt and remorse you hopefully feel inspire in you to see yourself for what you are: A wretched sinner in need of forgiveness.\\n\\nYou, your heart, and that of your wife and children are what matter. Focus on them, on saving your marriage, if that is what you want to do. And truly, my husband and I pray that it is what you want to do.""\\n\\n"""
0,,"""Cant wait, this guy is amazing."""
0,20120502153803Z,"""@thebaskett\xa0\nCool. \xa0How the fuck are you and how do you grade the Vikes' draft?"""
0,,"""George Stephanopoulos\\n\\nIs the son of a a Greek Orthodox Priest in Cleveland\\n\\nIm sure his father is not very proud of his son becoming a lacky supporting the Obama administration \\n\\nGeorge has been licking the boots of democrats for years \\n\\nI guess the gene pool comes from that great economic power Greece \\nThey are truly economic geniuses\\n\\njail is to good for him\\n"""
0,20120619225512Z,"""It looks these teabaggers are going to pull out all the stops for 2012, doesn't it?"""
0,,"""I want this. But it's not out yet. Been a while since I said that about an iPhone app."""
0,20120620013335Z,"""72913781 post del thiago\nhttp://profile.ak.fbcdn.net/hprofile-ak-ash2/276507_199950953390996_326587_n.jpg"""
1,,"""\\xc2\\xa0You're female, gay, or both."""
0,,"""Keep the money away from Kenny. Over \\xc2\\xa3110 million spent and 7th in the league. ROFL"""
0,20120619201426Z,"""Mama Manzo is evil and she MUST be stopped! =)"""
1,20120529211714Z,"""before calling others stupid you gay piece of shit you should check the spelling of your own username because it seems that you forgot to complete its spelling. Dild....o? Dildo? *ur extremely gay"""
0,,"""@Doremus Jessup 2.0 ""Little bastard shot me in the ass!"" --The Waco Kid"""
1,20120610090839Z,"""suck a dick pussy ass nigga bitch!!!"""
1,20120620041024Z,"""hey rynthih95 who the hell r \xa0u speaking on sachin .\nshut up u fucking ass [[midfing]]"""
1,,"""Soooo, what you\\'re saying is that YOU were a bully then, and you sound like one now.\\n\\nWith a name like ""klanman"", you must be a member of the KKK.\\n\\nAfter looking at your profile and reading some of your posts, you seem to be a vile, pathetic loser full of hate. \\xc2\\xa0Your mother must be real proud."""
0,,"""It was never going to last with Ashton.\\nI really hope she makes a full recovery, as she's beautiful, fiesty, confident & seems really likeable. You just know Bruce will be there for her every step of the way. It's sad to see her like this just because he got bored of the marriage. He married a woman who was approaching 50, so he knew how different it would be. He shouldn't have done it if he knew it wasn't to last. """
0,,"""Celebrity Big Brother IS a mistake."""
0,,"""Im a man u fan. I think de gea is a flop 4 what was paid 4 him. He has made a couple good saves. \\nOther than that he lacks confidence and doesn't look ready 4 the prem. \\nI think man u will need another goalie in next couple of years as se gea will get worse. """
1,20120320061234Z,"""hey jurbinsky your mom's a pile of garbage why don't you shut up."""
0,20120609211536Z,"""aside from that, they tend to run to the doctor all the time. My wife sees a doctor at least 3 or 4 times a year. Last time I saw a doctor was when I broke my hand 27 years ago."""
1,20120515211543Z,"""You really are a fool."""
0,20120612035858Z,"""I have one too! And I snagged a black and white maxi skirt from target last week! It's so comfy!! :) Where did you get your dress?"""
0,20120618201347Z,"""we should HOLD Holder at GITMO until he comes clean."""
0,20120529160137Z,"""Yea, damn those Shriners and their little cars!"""
0,,"""@Dan_tm@noBjustRyan what are you protesting?  same thing as me?"""
0,20120609223059Z,"""I just want to tell every parents that plz. let your daughter or son to marry their love, specially parents of a girl child must think that\xa0forcefully marry your daughter to someone stranger to her is like giving your daughter to a\xa0rapist because\xa0definition\xa0of rape is making sex with some one without her mental and physical permission. Plz. stop forcefully marring your daughter, otherwise you are doing a sin."""
1,,"""go back to sucking your neighbors dogs dick"""
0,20120619025609Z,"""@atvcar\xa0 Nobody likes the messenger."""
0,20120620150011Z,"""Sheeps Balls?!\xa0Are you rebranding?\xa0""Sheep's Bollocks to Poverty"" is quite a mouthfull... Did you see what I did there!!"""
1,20120528200331Z,"""shut the fuck up"""
0,20120619161348Z,"""You take the money, represent the child molester and hold your nose.\xa0 You don't try to look like you're enjoying it."""
0,20120610080953Z,"""Great Pin Bea. This photo just tells a story."""
0,20120528173629Z,"""Islam Vs. Judaism: \xa0\nIn 2007\xa0Islam and Judaism's holiest holidays overlapped for 10 days.\nMuslims racked up 397 dead bodies in 94\xa0terror attacks\xa0across 10\xa0\ncountries during this time... while Jews\xa0worked\xa0on their 159th Nobel Prize."""
1,20120618233555Z,"""really ? you'd better be prepared for the whole law to be trashed, and pack your bags, your leaving the white house come jan, and good the heII ridence, you commy marxist bastard !"""
1,20120620110522Z,"""Hey right winger ""just4thefax"", immigration isn't a ""wedge"" issue, it's a POLICY issue.\n\nGet a clue, moron."""
1,20120611200228Z,"""that's a brilliant comeback blowhard even though we both know she died from a brain\xa0aneurysm\n\nwould you like me to show you the link again to the story and you can act like you didn't know you racist inbred trash\n\nSLAVER TO YOUR FACE"""
0,20120620170653Z,"""IN THE LIAR'S OWN WORDS:\n\n\n\n\nFlashback 2007: Obama attacked trying \u2018to hide behind\nexecutive privilege\u2019 \n\nCNN\u2019S LARRY KING: \u201cDo you favor executive privilege or should Karl Rove and\nothers in that like position be forced to testify before the House or Senate?\n\n\n\nOBAMA:\n\u201cWell, you know, I think we\u2019ll \u2014 we\u2019ll determine over the next several weeks\nhow this administration responds to the very appropriate call by Patrick Leahy,\nthe chairman of the Judiciary Committee, to have these individuals come in and\ntestify. You know, there\u2019s been a tendency on the part of this administration\nto \u2014 to try to hide behind executive privilege every time there\u2019s something\na little shaky that\u2019s taking place. And I think, you know, the administration\nwould be best served by coming clean on this. There doesn\u2019t seem to be any\nnational security issues involved with the U.S. attorney question. There\ndoesn\u2019t seem to be any justification for not offering up some clear, plausible\nrationale for why these \u2014 these U.S. attorneys were targeted when, by all\nassessments, they were doing an outstanding job. I think the American people\ndeserve to know what was going on there.\u201d"""
0,20120529153418Z,"""@YinzerinCT\xa0Gangs of Connecticut.\n\xa0\nSolid movie."""
1,20120320213336Z,"""That's a dumb opinion and you are dumb for holding it."""
0,,"""OK, that \\xc2\\xa0is fine. He still likes to suck on pinky toes.\\xc2\\xa0"""
0,20120620160808Z,"""This is the same Obama who slandered GHW for an\xa0\nExecutive\xa0Privilege\nclaim."""
1,20120619090606Z,"""why dony you fuck off"""
0,20120620013103Z,"""@AleisterHyde The catch-phrase refers to the size of the force, easy to understand\xa0 unless you are not an idiot."""
0,20120620145613Z,"""too bad, they're usually pretty relevant."""
0,,"""So they send a guy to blow up a tree and his own leg? Geniuses."""
0,,"""@NotBornEveryMin @'Micah Carter Which sock am I supposed to reply to?"""
0,,"""The cleverest comment that I have seen for a long time, I think that it was in the Mail\\n\\n \\n\\n\\'Arshavin is the worst Russian Sub since the Kursk"""""
0,20120529043505Z,"""Looks like Ed Malloy is calling a foul on Ray playing D in the picture.. Classic"""
0,20120528222742Z,"""looks like while you guys have extended B-P with Mariners we've got Barn-Duty for you...?\nsay we do and we do our job, y'all remember that won't ya kindly?\n\nas I always say (and feel :) good luck Texas, have at it!"""
1,20120320173937Z,"""and you mother was a fucker.of dogs, to prove it, bark like the dog you are"""
0,,"""This article is porn for women. Seriously, i think this is one of the main things that woman find disappointing in a marriage/relationship with a man. You are a good person with a lucky wife!"""
0,,"""Democrats believe the government should take care of them... republicans feel you should get off you lazy ass and make something of yourself....."""
1,20120502165928Z,"""You are offensive and stupid."""
1,20120620012533Z,"""you're an egoistic dimwitted cunt. that's why you fail in your life. don't drag others' down."""
1,20120528222612Z,"""I'm sure dumb-asses, like yourself, will be trolling full force under our next President...Romney.  What does ""boyhollow"" mean...or do we want to know?"""
