Insult,Date,Comment,Usage
0,20120611203301Z,"""You know, I have read your comments on here and can clearly tell that you are a sympathizer for those who kill children, women and others who can't defend themselves. \xa0Piss on Bin Laden, piss on Mohammed Merah and piss \xa0on you and your progeny you SOB!""",PrivateTest
0,20120610055550Z,"""You're Anti-White because you hate yourself, you're unhappy, and you take it out on our entire race.\xa0Pathetic.\nYou say you are Anti-Racist, what you are is Anti-White. Anti-Racist is a codeword for Anti-White.The GENOCIDE of an entire race is tolerated, but the genocide of jungle savages is guarded with impunity!\xa0You sick, sick ""anti-racists"" are a death cult, anti-racist is a code word for anti-white.""",PrivateTest
0,20120612130940Z,"""Most Americians do not know grammer. I always see them writing your instead of you are or you're.""",PrivateTest
0,20120529112805Z,"""we know that , i'm say the evil zionist think what happend in houla is more evil, then what they usaly do to palasinian children.""",PrivateTest
1,20120502213210Z,"""You're dumb.""",PrivateTest
0,20120528042003Z,"""Dr. Tuteur, Thank you for your response. What is the name of the study you are referring to, and which medical journal can I find it?\r\n\r\nalso, the 600% that you repeatedly mention, can you tell me the number of women in the sample? Thank you.""",PrivateTest
0,,"""Tax Man......Yes it is dopey""",PrivateTest
0,20120620003615Z,"""Ah.... I do not ""hate' anyone....\xa0in fact\xa0one of my neighbors are muslin...sweet elderly couple... xxoo Canada...aka...heaven on earth""",PublicTest
0,20120515155759Z,"""You are as naive as a teen-age girl.""",PublicTest
0,,"""@we r all husseins Thing just goes off all the time anyway, it's all good.""",PrivateTest
0,20120620121923Z,"""You must have a very hot temper. I see you are losing your temper because you can't stand the truth?""",PrivateTest
0,,"""@NotBornEveryMin  Is that the number of personalities you have?""",PrivateTest
0,,"""The GOP didn\\'t unconstitutionally overreach with the contraceptives, the GOP didn\\'t ""roll that back"" to a less offensive theft of liberty by unconstitutionally declaring what a private insurance company must do, how much it should charge, etc.\\xc2\\xa0 The GOP didn\\'t pull Planned Parenthood funding and they didn\\'t have anything to do with gay marriage legislation in looney land.\\xc2\\xa0 All examples of out of control liberalism going out of their way to decimate our Constitution.\\n\\nThe GOP didn\\'t seek any of this out.\\xc2\\xa0 These are convenient ways for the most corrupt, ignorant and tyrannical administration in the history of this country to try to change the topic from a complete failure of leadership in every single facet of government.\\n\\nJuan, you\\'ve really gone over the deep end, buddy.""",PrivateTest
0,20120610034610Z,"""Holy shit. I want to do this, but I fear that it would prevent me from y'know, getting a job.""",PrivateTest
1,20120320204957Z,"""Your a moron. Go\xa0snuggle yourself in potted meat.""",PrivateTest
0,20120609194507Z,"""Holy shit, you're right!""",PublicTest
0,20120530145905Z,"""Yours is jacked""",PrivateTest
0,20120619022806Z,"""how fucking DOPE""",PrivateTest
1,20120515133918Z,"""Don't try thinking for your betters, idiot.  You have more than enough trouble thinking for yourself.""",PrivateTest
0,20120610041402Z,"""By your reply, you did not learn much in the Navy. He is our commander-in-chief. My brothers served in vietnam, my bio dad and adopted dad in WWII, they came from all sides of the political spectrum and they respected the president. Did they agree with him always? NO, but they respected the office. We hear all the time that the vet fought for our freedom. Part of the freedom is to elect our president and other officials. Aparently you didn't learn about that in the Navy. At least this President is trying to get benefits for our vets, something the republican party is all for cutting, so they can buy the next obsolete toy for the DOD.""",PrivateTest
1,20120502175743Z,"""Because the are pri__cks like you.""",PrivateTest
0,,"""Peados , whores, men who batter women,, and now stalkers who also indulge in a bit of child porn,,  what happend to vetting contestants  ,,,  will it have live oap sex next week as that is all its missed so far""",PrivateTest
0,20120529220025Z,"""don't know....but it did have Sandy Burger's sock on it. \xa0LOL""",PrivateTest
0,20120620050005Z,"""ium102, we realized you are a Muslim from seeing your other comments. Like a good Muslim, you see ""so much negativity"" in anything and anyone who does not subscribe to your ""higher purpose in life. \xa0The purpose to do good works and have faith"". What a load of crap. And like a good Muslim you of course ""... ponder how I can make people understand"". I'm surprised at you: you know very well how to make people understand. It's simple: stone them, murder them, blow them up, maim them, rape them, burn them. You Muslims are expert at this. Have a look at CNN, it's all over their website.""",PrivateTest
0,20120528003118Z,"""Thanks, I thought it was funny.   Sorry, I missed your funnies.  I'll try scrolling down to find them""",PrivateTest
0,20120530134748Z,"""http://search.incredibar.com/?q=you+are+an+idiot&amp;lang=english&amp;cid=2&amp;source=370&amp;uloc=MB145+&amp;u=92542878883952414&amp;a=6PQxhiWNc2&amp;acr=390365501""",PrivateTest
0,,"""Shut it Mcleish!!!\\n\\n \\n\\nYou cant ban him.  How would RVP FC be able to play any games with their only player banned. """,PrivateTest
0,20120527180312Z,"""plz dj jepi sms  ne tv ok  njesh""",PublicTest
0,20120611235943Z,"""I missed the day when elected you to speak for ""90%"" of us.  Carry on then.""",PrivateTest
0,20120612015526Z,"""Please score one more time and then be done with it, NJ. Carter doesn't deserve to have that GWG by his name.""",PublicTest
0,20120529094241Z,"""Sarko's dream was not realized yet.\nTotal had the 35 % promise but the Americans didn't like it, so it didn't happen.""",PublicTest
0,20120515162004Z,"""i expect a little star wars charater from you for my bday :P""",PublicTest
0,20120610012153Z,"""I have a fucked up brain. \n\nThis song just popped into my head. \n\nhttp://www.youtube.com/watch?v=CJT_Z1qFTwk""",PrivateTest
0,20120618222927Z,"""They want big business to be successful only until they have to pay for that success.""",PrivateTest
0,20120619173658Z,"""and then they were like... ""oh shit, how the hell are we getting down from here?""""",PublicTest
0,,"""That's true, the red army did rape millions of women and girls...not only in Germany but in Eastern Europe as well. Although it was stopped eventually, that can never be forgotten. Our interracial rape problem is not being stopped...it just continues to get worse. Since the civil rights movement, blacks have raped about several times more people than the red army did in WWII. Not much is being done to stop it, as it keeps getting worse.""",PrivateTest
1,20120620153847Z,"""You are intentionally ignorant Dragon.""",PrivateTest
0,20120620024531Z,"""I fault the fact that there are 20 qualifier tournaments for a TOURNAMENT OF LEGENDS, effectively making it any other tournament, and not at all a tournament of legends.""",PrivateTest
1,,"""then get off the internet moron...it's a choice (still)""",PrivateTest
1,20120619220804Z,"""First of all idiot if someone whipped my @$$ they wouldn't be alive today nore will I go on a reality show and talk about it...if Memphiz did k Michelle so wrong than why is she still talking about it...if someone hurt me I wouldn't even mention their name because that's how upset ill be with them.....judging by your repost to my comment I take it that you're a bitter ex-girlfriend who probably got your head popped off by your ex-boyfriend....stupid moron h@ting on.Toya's and Memphiz like that....go join k Michelle on the jealous train....tutu!!!!""",PrivateTest
1,20120610074724Z,"""3057235903 alley a pussy...florida,nigga dnt fuck wit you woe..""",PrivateTest
0,20120529182201Z,"""thats whats happens when people dont care for the kid for nothing more than a free check.""",PrivateTest
1,20120528221807Z,"""Keep talking shit anonymously, coward. It's what you're good at.""",PublicTest
0,20120610073731Z,"""Fuck this show-.-""",PrivateTest
1,20120530111950Z,"""you are a mental midget you can't be\xa0 a traitor if you aren't a citizen.""",PublicTest
1,20120610011112Z,"""flushres: Thanks caveman! I appreciate your Neanderthal mentality. You are welcome and good night...""",PrivateTest
0,20120610042512Z,"""Define the war on women please.  You mean requiring me to pay for your birth control?  That's about it.  You are dead on with the talking points.""",PublicTest
0,20120620163043Z,"""Sadly its not just NJ. The whole visa system is rotten from head to toe, and hopelessly broken. There just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system, and so it has become a place of widespread fraud, abuse, dehumanization and exploitation. Sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem. NJ just so happens to have stumbled across the tip of the iceberg.""",PublicTest
1,20120529013843Z,"""Tell the veterans who did serve and prefer Romney to ""go fuck themselves"", why don't you? Oh wait, leftists \xa0have been doing that for 40 years already.""",PrivateTest
0,20120611210116Z,"""But that's the problem, Franklin...they don't have even an ounce of intelligence. \xa0You always find as you get older that the more people talk about their intellect, the less they really have.\n\nLiberals like to talk \xa0about their intellectual superiority, but its just more garbage.....because it is obvious that they are only intellectually superior to common ground slugs and like the cockroaches they are.....""",PrivateTest
0,20120529224912Z,"""That sounds like racism. HE does not look like a monkey.""",PublicTest
1,20120320154513Z,"""You are a lying son of a bitch. \xa0Let's see you post some facts supporting your assertion...""",PrivateTest
0,,"""Sooooo cool. I want everything\\n\\n """,PrivateTest
1,20120320153943Z,"""lol wow. so in your mind everyone whos racist is a murderer.. So you're a murderer too? Idiot...""",PublicTest
1,20120619161418Z,"""Bigger than the Chicago Tribune and the Boston Globe? \xa0Are you HIGH???? \xa0 I've never even SEEN the daily caller, but I've bought the Tribune and read the Globe. \xa0What else you got? \xa0And by the way, your blog isn't legitimate. \xa0It's a fucking blog. \xa0A website. \xa0I don't think that truly qualifies, no offense Raw. \xa0But even YOU guys don't really count and you know it. \xa0IF they don't want to give them a press pass there really isn't much that they can do to force the White House's hand. \xa0If they give them a pass it's because they don't feel threatened and WANT him to keep up the bullshit to SHOW the country just what these people's true colors are. \xa0Obama and pals ARE NOT playing the race card and never have, no matter how many times the right wing assholes keep repeating that bullshit. \xa0But these people keep painting themselves into a corner of backwards-assed white power racist uncivilized and uninspiring troglodytes.""",PrivateTest
